first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,target,address,postcode,state,country,property_valuation
Audry,Seine,F,54,1975-06-22,Safety Technician II,Property,High Net Worth,N,Yes,13.0,0,4179 Carioca Terrace,2220,NSW,Australia,11
Umberto,Torricella,M,73,1981-07-19,Safety Technician I,Financial Services,Affluent Customer,N,No,10.0,0,59265 Sullivan Junction,3031,VIC,Australia,4
Hayley,Girardengo,F,42,1979-02-04,Registered Nurse,Health,Affluent Customer,N,No,10.0,0,7 Warbler Point,2250,NSW,Australia,9
Christopher,Heining,M,22,1960-04-27,Help Desk Operator,missing,Affluent Customer,N,Yes,6.0,0,3 Buell Park,2261,NSW,Australia,7
Goldi,Osler,F,2,1978-11-19,Junior Executive,Health,Mass Customer,N,Yes,8.0,0,0 Bay Center,3196,VIC,Australia,6
Foss,Hardes,M,13,1964-07-22,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,12.0,0,10878 Waywood Way,4352,QLD,Australia,7
Ursala,Ferrai,F,4,1974-11-16,Web Developer III,Financial Services,Affluent Customer,N,No,10.0,0,362 Mayer Terrace,4680,QLD,Australia,5
Talyah,Rylatt,F,34,1958-11-14,Project Manager,Manufacturing,Mass Customer,N,No,6.0,1,43 Upham Crossing,3143,VIC,Australia,9
Swen,Odhams,M,90,1966-02-22,Programmer Analyst II,Manufacturing,High Net Worth,N,No,6.0,1,0 Superior Drive,2747,NSW,Australia,8
Avis,missing,F,32,1977-01-27,missing,missing,High Net Worth,N,No,5.0,1,8890 Golden Leaf Street,2063,NSW,Australia,12
Vanya,Gumb,F,82,1981-11-29,Assistant Media Planner,Entertainment,Mass Customer,N,No,16.0,1,5484 Hagan Crossing,3021,VIC,Australia,7
Verla,Alven,F,61,1978-02-13,Junior Executive,Health,Mass Customer,N,Yes,21.0,0,7451 Jana Lane,2138,NSW,Australia,8
Hube,Weald,M,7,1957-02-04,Physical Therapy Assistant,Property,Affluent Customer,N,Yes,19.0,1,7 Havey Point,4005,QLD,Australia,2
Salem,Huie,M,45,1966-04-20,Design Engineer,Manufacturing,Mass Customer,N,Yes,11.0,1,32 Steensland Plaza,2233,NSW,Australia,9
Audie,Pillinger,F,38,1963-06-24,Librarian,Entertainment,Affluent Customer,N,Yes,16.0,0,107 Elmside Parkway,4811,QLD,Australia,5
Donovan,Conry,M,71,1964-01-13,Senior Quality Engineer,Argiculture,Mass Customer,N,Yes,11.0,0,2 Gina Junction,2085,NSW,Australia,11
Thorny,Hackworth,M,56,1976-10-01,Editor,Financial Services,Mass Customer,N,No,5.0,1,4 Londonderry Lane,3084,VIC,Australia,10
Rolfe,Kellard,M,18,1958-12-01,Administrative Assistant II,Financial Services,Mass Customer,N,Yes,6.0,1,39716 Vera Junction,3170,VIC,Australia,9
Mari,Chevolleau,F,98,1954-07-19,Statistician I,missing,Mass Customer,N,Yes,14.0,0,183 Ronald Regan Street,2066,NSW,Australia,9
Adena,Whyman,F,9,1994-08-10,missing,missing,Mass Customer,N,No,7.0,0,2 Thierer Road,4113,QLD,Australia,8
Rutter,Excell,M,57,1994-10-31,Office Assistant III,Property,High Net Worth,N,No,5.0,0,056 Stone Corner Alley,4078,QLD,Australia,7
Udall,Bellard,M,9,1957-08-28,Analog Circuit Design manager,missing,Affluent Customer,N,Yes,6.0,0,528 Mandrake Crossing,2222,NSW,Australia,11
Albrecht,Thomasson,M,50,1963-11-18,Assistant Manager,Property,Mass Customer,N,No,18.0,0,19969 5th Parkway,3152,VIC,Australia,9
Beitris,missing,F,6,1974-03-04,VP Marketing,Manufacturing,Mass Customer,N,Yes,5.0,1,78 Rockefeller Park,2159,NSW,Australia,10
Nanice,Ellse,F,21,2001-11-19,Desktop Support Technician,IT,Affluent Customer,N,No,1.0,0,417 Transport Trail,4503,QLD,Australia,4
Lockwood,Exroll,M,13,1996-05-14,Actuary,Financial Services,High Net Worth,N,Yes,6.0,1,6327 Lunder Crossing,4655,QLD,Australia,4
Jeramie,Cellier,M,82,1957-11-29,Food Chemist,Health,Mass Customer,N,No,6.0,0,811 Tony Road,4220,QLD,Australia,9
Debera,Foxworthy,F,37,1974-06-24,Assistant Professor,Retail,High Net Worth,N,Yes,18.0,1,0 Northport Court,4012,QLD,Australia,3
Cinderella,Parcall,F,12,1995-01-12,Quality Engineer,Financial Services,High Net Worth,N,Yes,7.0,0,231 Havey Court,2153,NSW,Australia,10
Jeralee,Quartly,F,63,1979-12-09,missing,Manufacturing,High Net Worth,N,No,16.0,1,603 Kenwood Avenue,2070,NSW,Australia,11
Stefa,Dunnan,F,37,1993-08-06,Administrative Officer,Property,High Net Worth,N,Yes,8.0,0,09040 Myrtle Parkway,2015,NSW,Australia,8
Markus,Mughal,M,9,1964-11-25,Database Administrator III,Health,Mass Customer,N,No,7.0,1,05241 Shelley Park,2776,NSW,Australia,8
Jeniffer,Apark,F,79,1954-05-10,Electrical Engineer,Manufacturing,High Net Worth,N,No,9.0,0,7 Pankratz Point,3011,VIC,Australia,8
Mara,Bloore,F,14,1980-03-10,Tax Accountant,Manufacturing,Mass Customer,N,No,14.0,0,51 Crescent Oaks Parkway,2761,NSW,Australia,8
Nev,Larive,M,89,1978-09-03,Clinical Specialist,Health,Mass Customer,N,No,16.0,0,49 Emmet Junction,2015,NSW,Australia,11
Ossie,Meaton,M,13,1983-11-26,VP Sales,missing,Affluent Customer,N,Yes,14.0,1,78 Surrey Place,2502,NSW,Australia,7
Morgun,Girvan,M,2,1967-12-03,Compensation Analyst,Financial Services,Affluent Customer,N,No,17.0,0,6236 Summerview Terrace,2110,NSW,Australia,12
Brittaney,Pring,F,84,1977-03-11,Pharmacist,Health,Affluent Customer,N,No,13.0,0,682 Sheridan Avenue,2566,NSW,Australia,9
Bondie,Letty,M,96,1977-11-11,Database Administrator IV,Manufacturing,Mass Customer,N,No,20.0,0,04139 Delladonna Place,2519,NSW,Australia,7
Wendall,McKeand,M,99,1973-08-14,Accountant I,Entertainment,Mass Customer,N,No,18.0,0,2 Scott Circle,2506,NSW,Australia,9
Lucia,Pickervance,F,59,1986-05-25,Systems Administrator II,Manufacturing,High Net Worth,N,No,12.0,0,92253 Kensington Drive,2209,NSW,Australia,7
Vaughn,Lambis,M,30,1966-03-06,missing,Property,High Net Worth,N,No,19.0,0,93 Westend Terrace,2116,NSW,Australia,10
Maegan,Scyone,F,74,1954-06-24,Internal Auditor,Property,High Net Worth,N,No,11.0,1,4 5th Point,2075,NSW,Australia,11
Basile,Winsor,M,48,1995-08-05,Design Engineer,Financial Services,Mass Customer,N,Yes,3.0,0,11667 Blackbird Street,2226,NSW,Australia,10
Zaria,Koeppke,F,94,1987-11-11,Professor,Retail,Mass Customer,N,No,12.0,0,0 Sommers Circle,2145,NSW,Australia,9
Art,Barwell,M,34,1986-08-08,Environmental Tech,Property,Mass Customer,N,No,13.0,0,2 Northridge Street,2508,NSW,Australia,10
Mead,Alpes,F,71,1969-08-12,Chief Design Engineer,Retail,High Net Worth,N,No,12.0,1,816 Spohn Center,2036,NSW,Australia,10
Leona,Phateplace,F,30,1976-12-26,Social Worker,Health,Mass Customer,N,No,15.0,1,98 Service Court,2018,NSW,Australia,8
Tybalt,Gillingwater,M,79,1954-10-30,Research Nurse,Health,Affluent Customer,N,No,14.0,0,6 Morning Park,3666,VIC,Australia,2
Reginald,Dartan,M,18,1974-03-07,Account Coordinator,Property,High Net Worth,N,Yes,11.0,1,4263 Hanson Place,2021,NSW,Australia,11
Max,Bilborough,M,54,1984-02-04,Programmer III,missing,Mass Customer,N,Yes,14.0,0,6159 Katie Street,2750,NSW,Australia,8
Wells,Pressman,M,62,1992-12-13,Registered Nurse,Health,Affluent Customer,N,No,3.0,1,95 Eliot Street,4514,QLD,Australia,3
Gavin,Fawks,M,49,1989-07-28,Administrative Assistant III,IT,High Net Worth,N,Yes,15.0,0,0 Westend Park,2525,NSW,Australia,9
Quillan,Duigan,M,94,1987-05-09,Quality Engineer,Entertainment,Mass Customer,N,No,20.0,0,39988 Porter Pass,4152,QLD,Australia,7
Taite,Droghan,M,17,1992-03-20,Nurse,Property,Affluent Customer,N,No,8.0,1,0796 Melody Park,2200,NSW,Australia,9
Barbara,Croxley,F,94,1976-09-02,Teacher,Manufacturing,High Net Worth,N,Yes,14.0,0,2914 Vahlen Lane,2250,NSW,Australia,8
Germayne,Sperry,M,57,1974-11-25,missing,Retail,Affluent Customer,N,No,8.0,0,65 Kinsman Trail,3023,VIC,Australia,6
Noell,Grahlmans,F,6,2001-09-26,Associate Professor,Financial Services,Affluent Customer,N,No,1.0,0,07227 Hoard Terrace,3500,VIC,Australia,1
Binny,Whight,F,63,1991-02-28,Technical Writer,Manufacturing,High Net Worth,N,No,9.0,1,25503 Evergreen Drive,4300,QLD,Australia,5
Kristal,Joysey,F,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13.0,1,2 2nd Plaza,2283,NSW,Australia,4
Inger,Eskell,F,76,1978-04-15,Clinical Specialist,Health,Affluent Customer,N,Yes,12.0,1,122 Melrose Drive,2102,NSW,Australia,10
D'arcy,Slay,M,65,1992-09-13,Quality Control Specialist,IT,High Net Worth,N,No,9.0,1,37024 Anniversary Place,2204,NSW,Australia,11
Kristofer,missing,M,53,1988-04-15,Legal Assistant,Health,Mass Customer,N,Yes,13.0,1,91141 Huxley Parkway,2040,NSW,Australia,10
Mala,missing,F,88,1977-12-24,VP Sales,Financial Services,Affluent Customer,N,Yes,10.0,0,04 Fallview Trail,2749,NSW,Australia,8
Anthea,Ruskin,F,39,1983-01-24,Account Coordinator,Property,Mass Customer,N,Yes,13.0,0,8029 Gulseth Center,2304,NSW,Australia,7
Amalee,Choak,F,82,1997-05-11,Food Chemist,Health,Mass Customer,N,Yes,1.0,0,77248 Columbus Drive,2340,NSW,Australia,7
Barbie,Rubi,F,98,1961-09-22,Information Systems Manager,Retail,Mass Customer,N,No,14.0,1,0850 Schmedeman Drive,3580,VIC,Australia,1
Keeley,Kruger,F,2,1954-01-15,Desktop Support Technician,IT,Mass Customer,N,No,5.0,1,131 Northfield Parkway,3355,VIC,Australia,2
Linell,Beadle,F,16,1975-05-07,Director of Sales,Health,High Net Worth,N,Yes,21.0,0,5130 Manley Court,2287,NSW,Australia,7
Marissa,missing,F,70,1966-02-08,Sales Associate,Manufacturing,Affluent Customer,N,Yes,19.0,0,879 Coolidge Point,2324,NSW,Australia,5
Othella,Keher,F,24,1992-05-03,Administrative Officer,Manufacturing,High Net Worth,N,No,9.0,0,6759 Nevada Point,2323,NSW,Australia,6
Venita,Dymick,F,70,1983-07-22,Senior Developer,Health,High Net Worth,N,Yes,3.0,0,8208 Parkside Point,2320,NSW,Australia,6
Farand,Marriner,F,47,1979-08-30,Senior Quality Engineer,Health,High Net Worth,N,Yes,22.0,1,15 Straubel Way,4680,QLD,Australia,2
Marve,Pryn,M,74,1977-10-15,Structural Engineer,missing,Mass Customer,N,No,8.0,1,7 Eastlawn Street,2346,NSW,Australia,1
Cordie,Petrelli,M,97,1977-12-23,missing,Health,High Net Worth,N,Yes,10.0,0,42067 Duke Terrace,2031,NSW,Australia,10
Tonia,Leigh,F,89,1985-11-19,Dental Hygienist,Health,High Net Worth,N,No,7.0,1,50 Everett Way,2064,NSW,Australia,9
Jedd,Spiby,M,31,1977-12-07,Technical Writer,Health,Mass Customer,N,No,11.0,0,454 Green Ridge Avenue,2176,NSW,Australia,10
Pennie,Stoile,M,74,1965-10-05,Sales Representative,Retail,High Net Worth,N,Yes,18.0,0,19220 Evergreen Crossing,3195,VIC,Australia,9
Lelia,Garatty,F,69,1989-07-19,Account Executive,Retail,Affluent Customer,N,No,18.0,0,109 Tomscot Avenue,2010,NSW,Australia,10
Edgar,Buckler,U,53,1970-01-01,missing,IT,High Net Worth,N,No,0.0,0,48 Arizona Drive,2768,NSW,Australia,10
Kacie,Kidston,F,60,1978-10-18,Chemical Engineer,Manufacturing,Mass Customer,N,No,10.0,0,92 Lyons Place,2752,NSW,Australia,9
Zacherie,Grindley,M,55,1954-09-19,Nurse Practicioner,Property,Mass Customer,N,Yes,9.0,0,47 Jana Junction,3802,VIC,Australia,7
Auberta,Roundtree,F,38,1970-12-10,Budget/Accounting Analyst III,missing,Mass Customer,N,Yes,17.0,1,90173 Oneill Place,3071,VIC,Australia,10
Doll,Burtwell,F,51,1991-02-13,Financial Advisor,Financial Services,Mass Customer,N,No,4.0,0,6262 Elgar Avenue,4735,QLD,Australia,2
Arlie,Crean,F,22,1987-06-06,Product Engineer,Retail,Mass Customer,N,Yes,1.0,1,5668 Corscot Circle,2065,NSW,Australia,12
Nevile,Abraham,M,54,1963-04-22,Computer Systems Analyst IV,missing,Mass Customer,N,No,19.0,1,8 Texas Plaza,3081,VIC,Australia,9
Tessi,Hesse,F,66,1976-09-15,Social Worker,Health,Mass Customer,N,Yes,14.0,0,32062 Oak Terrace,3205,VIC,Australia,8
Dud,missing,M,7,1955-07-27,VP Sales,Health,High Net Worth,N,No,13.0,1,07158 Roth Pass,2165,NSW,Australia,4
Goldi,Dwine,F,47,1990-03-25,missing,Financial Services,Mass Customer,N,No,22.0,0,370 Portage Parkway,3125,VIC,Australia,8
Jehanna,Alvarado,F,69,1956-02-19,VP Product Management,missing,High Net Worth,N,No,15.0,0,19795 Bultman Circle,4214,QLD,Australia,8
Sydney,Georger,M,22,1997-07-30,Executive Secretary,missing,Affluent Customer,N,Yes,4.0,0,3 Corscot Crossing,2030,NSW,Australia,12
Tamera,Hinckes,F,0,1981-09-09,Web Designer I,Manufacturing,Mass Customer,N,No,11.0,0,34 Kim Center,2036,NSW,Australia,11
Welch,MacAllaster,M,15,1995-03-22,Geologist I,missing,Affluent Customer,N,Yes,5.0,1,8 Starling Pass,2767,NSW,Australia,8
Jeanette,Sizzey,F,51,1972-12-27,Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,0,36 Vidon Parkway,2798,NSW,Australia,6
Lauren,Curcher,M,82,1989-10-27,VP Quality Control,Argiculture,High Net Worth,N,Yes,11.0,0,8 Riverside Place,4211,QLD,Australia,5
Sari,Noye,F,34,1991-02-04,Assistant Manager,Retail,Mass Customer,N,No,2.0,0,28604 Bellgrove Circle,4508,QLD,Australia,6
Seth,Moorman,M,38,1986-04-11,Financial Analyst,Financial Services,High Net Worth,N,Yes,9.0,0,2 Cottonwood Road,2032,NSW,Australia,11
Julee,Janovsky,F,3,1977-11-19,Community Outreach Specialist,Manufacturing,Mass Customer,N,No,12.0,0,58 Parkside Hill,2117,NSW,Australia,12
Kiley,Canaan,M,99,1989-08-01,Accounting Assistant II,Manufacturing,Affluent Customer,N,Yes,11.0,0,747 Thackeray Circle,4551,QLD,Australia,7
Hannie,Wodham,F,41,1985-05-06,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4.0,0,5583 Prairie Rose Trail,2765,NSW,Australia,8
Ebenezer,Seedman,M,71,1985-09-08,missing,Manufacturing,High Net Worth,N,No,9.0,0,071 Cardinal Point,3064,VIC,Australia,7
Modestia,Lithgow,F,43,1970-04-12,Clinical Specialist,Health,High Net Worth,N,No,10.0,1,7169 North Lane,2023,NSW,Australia,9
Giorgio,Kevane,U,42,1970-01-01,Senior Sales Associate,IT,Mass Customer,N,No,0.0,0,6923 Tennessee Circle,2766,NSW,Australia,9
Aime,Burston,F,63,1971-10-22,Assistant Media Planner,Entertainment,Mass Customer,N,No,4.0,0,8207 Cascade Court,3810,VIC,Australia,5
Gelya,Gerant,F,42,1961-11-24,VP Product Management,missing,Affluent Customer,N,Yes,9.0,1,2 Brentwood Place,4151,QLD,Australia,8
Virgilio,Willcocks,M,80,1989-12-10,Administrative Assistant III,Manufacturing,Mass Customer,N,Yes,20.0,0,00 5th Lane,2830,NSW,Australia,2
Magnum,Slowan,M,39,1959-04-01,Recruiting Manager,missing,High Net Worth,N,No,5.0,1,807 Beilfuss Crossing,3030,VIC,Australia,7
Lena,Chape,F,64,1964-12-26,Database Administrator II,missing,Mass Customer,N,Yes,18.0,1,76 Graedel Street,4812,QLD,Australia,6
Marshal,Rathbone,M,34,1972-06-19,missing,Health,High Net Worth,N,Yes,17.0,0,29886 Crownhardt Crossing,2141,NSW,Australia,8
Cecile,MacLise,F,33,1959-04-27,Electrical Engineer,Manufacturing,High Net Worth,N,No,16.0,0,1 Drewry Junction,3810,VIC,Australia,7
Maurise,Lenglet,M,69,1956-08-15,Engineer I,Manufacturing,High Net Worth,N,No,9.0,1,83 Brickson Park Drive,3029,VIC,Australia,8
Corabelle,Hartnell,F,80,1956-09-15,Budget/Accounting Analyst I,Financial Services,Mass Customer,N,Yes,7.0,1,95 Almo Junction,2173,NSW,Australia,9
Malachi,Hadcroft,M,88,1956-06-22,Clinical Specialist,Health,Mass Customer,N,No,9.0,0,08 Golf View Plaza,3199,VIC,Australia,9
Hildy,Bilbrook,F,54,1980-10-10,Developer IV,Manufacturing,High Net Worth,N,No,19.0,0,6170 Buena Vista Way,2320,NSW,Australia,7
Laurice,Colgrave,F,32,1977-03-27,missing,Health,Mass Customer,N,No,13.0,0,0 Orin Place,4506,QLD,Australia,7
Shane,Smetoun,F,59,1974-08-15,Assistant Professor,Argiculture,Mass Customer,N,Yes,14.0,0,20924 Banding Crossing,2516,NSW,Australia,9
Paddy,Mumbray,M,36,1969-03-27,VP Marketing,Manufacturing,Mass Customer,N,Yes,15.0,1,91193 Petterle Road,2035,NSW,Australia,11
Cris,Chellam,F,1,1974-03-17,Financial Analyst,Financial Services,Mass Customer,N,No,11.0,1,01459 Fremont Place,2747,NSW,Australia,4
Ruy,Adanet,M,19,1973-08-02,Registered Nurse,Health,High Net Worth,N,No,18.0,0,58 Spenser Circle,3030,VIC,Australia,3
Ruben,Handlin,M,55,1984-08-18,Clinical Specialist,Health,Affluent Customer,N,Yes,12.0,1,93 Lawn Park,3152,VIC,Australia,9
Iver,Dobsons,M,2,1983-03-09,Database Administrator I,IT,High Net Worth,N,No,4.0,0,5982 Mosinee Avenue,3340,VIC,Australia,5
Maurizia,Ligerton,F,53,1974-10-02,Clinical Specialist,Health,Mass Customer,N,Yes,21.0,0,37006 Hoard Circle,3182,VIC,Australia,7
Myranda,Clowser,F,0,1985-02-13,Account Coordinator,Financial Services,Mass Customer,N,Yes,18.0,1,06 Corry Pass,2450,NSW,Australia,9
Jaimie,Halms,F,86,1957-08-16,Internal Auditor,Health,High Net Worth,N,No,12.0,0,099 Nova Plaza,2227,NSW,Australia,10
Garek,Prattin,M,44,1958-03-17,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,6.0,0,252 Mockingbird Plaza,2216,NSW,Australia,10
Theo,McKune,M,70,1987-12-22,Operator,Manufacturing,Mass Customer,N,Yes,13.0,0,990 Kensington Park,3796,VIC,Australia,8
Catie,Advani,F,27,1962-08-25,Marketing Assistant,Retail,High Net Worth,N,Yes,5.0,1,706 Anniversary Alley,3064,VIC,Australia,3
Lisa,Odlin,F,67,1958-04-16,Chief Design Engineer,Manufacturing,Affluent Customer,N,No,12.0,1,52 Corben Place,3197,VIC,Australia,10
Genni,Larway,F,72,1976-06-01,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,10.0,0,4270 Loeprich Lane,3064,VIC,Australia,7
Elicia,Dahler,F,26,1974-02-10,Automation Specialist II,Entertainment,Mass Customer,N,Yes,14.0,0,2 Clyde Gallagher Drive,2232,NSW,Australia,10
Libbie,Castelin,F,21,1969-05-19,Programmer III,Retail,Affluent Customer,N,Yes,18.0,1,671 American Ash Way,2365,NSW,Australia,2
Madelle,Matteris,F,32,1971-10-11,missing,Retail,Mass Customer,N,Yes,14.0,0,93 American Ash Avenue,2747,NSW,Australia,8
Aldous,Cubin,M,19,1997-02-09,Registered Nurse,Health,Mass Customer,N,No,4.0,1,1108 Nevada Junction,4701,QLD,Australia,2
Christean,Finnes,F,58,1973-09-15,Marketing Manager,missing,Mass Customer,N,No,18.0,0,41 Spaight Road,4503,QLD,Australia,5
De,Denington,F,19,1977-03-10,Research Associate,Financial Services,Mass Customer,N,Yes,11.0,1,5 Schurz Place,4350,QLD,Australia,6
Celka,Goodrich,F,54,1973-06-04,Senior Developer,Health,Mass Customer,N,Yes,7.0,0,82 8th Alley,4210,QLD,Australia,9
Franz,Lyptrit,M,97,1986-08-05,Computer Systems Analyst I,IT,Mass Customer,N,Yes,15.0,0,84 Lawn Way,2223,NSW,Australia,9
Anthia,Ghilardini,F,98,1971-09-26,Computer Systems Analyst I,Financial Services,Affluent Customer,N,Yes,17.0,1,0 Coolidge Avenue,4122,QLD,Australia,8
Guenna,Spensly,F,74,1980-02-16,Help Desk Operator,Financial Services,Mass Customer,N,No,6.0,0,0 Graceland Plaza,2515,NSW,Australia,10
Cris,Richfield,F,10,1968-07-24,Design Engineer,Health,Mass Customer,N,No,12.0,0,8717 Mandrake Place,4214,QLD,Australia,8
Bernice,Kings,F,87,1991-04-11,Senior Developer,Manufacturing,Mass Customer,N,No,12.0,1,2 Thierer Lane,3437,VIC,Australia,8
Garvy,Berthel,M,25,1984-11-20,Account Representative IV,Entertainment,High Net Worth,N,Yes,12.0,0,19507 Red Cloud Park,3338,VIC,Australia,4
Port,Pancost,M,78,1959-06-03,Recruiting Manager,Manufacturing,High Net Worth,N,Yes,7.0,0,3 Golf Course Avenue,2203,NSW,Australia,9
Ford,Groucock,M,87,1998-09-23,Desktop Support Technician,Health,Mass Customer,N,Yes,3.0,1,042 Bunker Hill Avenue,2088,NSW,Australia,8
Liza,Trouel,F,23,1978-08-19,Registered Nurse,Health,High Net Worth,N,No,14.0,0,45793 Nancy Plaza,4226,QLD,Australia,8
Debbi,Doohey,F,25,1965-06-20,Sales Associate,Financial Services,Affluent Customer,N,Yes,8.0,1,314 Northland Plaza,4213,QLD,Australia,5
Fredi,Iannuzzelli,F,71,1999-05-20,Financial Advisor,Financial Services,Affluent Customer,N,Yes,3.0,0,3093 Mockingbird Place,3356,VIC,Australia,2
Debee,Martynov,F,20,1983-04-19,Senior Editor,missing,Affluent Customer,N,No,8.0,0,82 Mcbride Trail,3223,VIC,Australia,6
Georgiana,Wallington,F,91,1980-01-06,missing,Manufacturing,High Net Worth,N,No,3.0,0,24044 Bonner Hill,3032,VIC,Australia,8
Shaylah,Urquhart,F,67,1979-10-08,Statistician IV,Argiculture,High Net Worth,N,Yes,12.0,0,1 Rowland Circle,3105,VIC,Australia,10
Hilliary,Littrell,F,33,1958-03-14,missing,Health,Mass Customer,N,No,19.0,1,7 Arapahoe Pass,3101,VIC,Australia,12
Nanny,Casero,F,56,1980-01-11,Human Resources Manager,Health,Mass Customer,N,No,12.0,0,7905 Spaight Alley,2763,NSW,Australia,8
Joshuah,Purvey,M,39,1973-07-31,missing,Argiculture,Mass Customer,N,Yes,17.0,1,8 Grayhawk Circle,2089,NSW,Australia,10
Jeremiah,Wasling,M,10,1976-08-25,GIS Technical Architect,Financial Services,Mass Customer,N,No,5.0,0,3 Lyons Road,2759,NSW,Australia,8
Winslow,Hammant,M,40,1987-05-19,Programmer IV,Health,High Net Worth,N,No,2.0,0,72419 Eagan Road,2040,NSW,Australia,10
Nicole,Johananoff,F,76,1957-08-14,Recruiter,Property,Affluent Customer,N,No,13.0,1,6860 Green Ridge Avenue,2126,NSW,Australia,11
Carlene,Eyckelbeck,F,91,1973-07-18,missing,missing,High Net Worth,N,Yes,4.0,1,85 Straubel Park,2147,NSW,Australia,9
Tish,Oleksiak,F,74,1989-02-03,Senior Sales Associate,Health,High Net Worth,N,Yes,17.0,1,08 Ronald Regan Plaza,2251,NSW,Australia,9
Timmie,Eisikowitz,M,68,1981-03-15,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,1,44621 Linden Drive,2155,NSW,Australia,10
Berkly,Grishinov,M,50,1965-06-06,Marketing Manager,Financial Services,Mass Customer,N,No,9.0,1,3 Moulton Lane,2153,NSW,Australia,9
Gan,Devoy,M,20,1980-11-01,Assistant Professor,Retail,Mass Customer,N,Yes,9.0,0,7633 Mayer Plaza,2768,NSW,Australia,10
Vinnie,Usherwood,F,35,1981-04-15,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,4.0,0,98 Westerfield Trail,3127,VIC,Australia,11
Carmela,Jesper,F,47,1977-12-09,Clinical Specialist,Health,Mass Customer,N,Yes,9.0,0,1826 Hazelcrest Park,3087,VIC,Australia,9
Dev,Hafner,M,69,1999-05-12,Pharmacist,Health,Mass Customer,N,Yes,2.0,0,98 Sutteridge Point,3131,VIC,Australia,10
Orrin,Finding,M,12,1979-07-08,Sales Representative,Retail,Mass Customer,N,No,4.0,0,6 Sunbrook Center,4350,QLD,Australia,6
Antonia,Cardis,F,9,1980-10-09,Information Systems Manager,missing,Mass Customer,N,No,3.0,1,143 Elka Circle,3134,VIC,Australia,9
Mavra,Donavan,F,87,1980-11-26,Legal Assistant,Property,Mass Customer,N,No,9.0,0,0293 Porter Crossing,2830,NSW,Australia,5
Stacy,Gullane,F,97,1979-06-01,Database Administrator II,Retail,Mass Customer,N,Yes,3.0,0,7447 Nevada Park,2193,NSW,Australia,8
Nichole,missing,F,10,1975-03-30,Librarian,Entertainment,High Net Worth,N,No,5.0,0,7 Park Meadow Drive,4055,QLD,Australia,3
